55058.500000,0.034438,0.008760,0.008624,0.004004,0.010938,0.003956,0.012566,0.006073
55059.500000,0.055973,0.006653,0.018733,0.003247,0.020240,0.003132,0.014412,0.004345
55060.500000,0.065642,0.006745,0.020763,0.003358,0.028234,0.003287,0.011497,0.004230
55061.500000,0.065308,0.006914,0.013650,0.003210,0.028607,0.003410,0.015956,0.004383
55062.500000,0.076407,0.007209,0.016662,0.003584,0.031876,0.003641,0.021412,0.004387
55063.500000,0.053780,0.006755,0.018629,0.003601,0.024573,0.003358,0.007393,0.004055
55064.500000,0.045860,0.006828,0.012100,0.003446,0.017497,0.003313,0.013054,0.004287
55065.500000,0.045149,0.007458,0.012753,0.003755,0.019560,0.003624,0.009953,0.004680
55066.500000,0.058600,0.007161,0.018414,0.003587,0.023080,0.003398,0.012974,0.004579
55067.500000,0.050248,0.007795,0.013415,0.003880,0.020352,0.003760,0.012101,0.004940
55068.500000,0.025656,0.020620,-0.002717,0.008301,0.015466,0.010234,0.005806,0.013782
55069.500000,-0.008220,0.041140,0.005922,0.018882,-0.005696,0.016008,-0.006179,0.031202
55070.500000,0.127080,0.009065,0.019000,0.003766,0.039611,0.004124,0.056002,0.006203
55073.500000,0.047648,0.011417,0.011385,0.005071,0.030579,0.005458,0.000329,0.007421
55074.500000,0.036575,0.006428,0.011686,0.003302,0.014653,0.003087,0.007746,0.004030
55075.500000,0.015153,0.006427,0.004926,0.003007,0.012981,0.003202,-0.004745,0.004039
55076.500000,0.052377,0.007119,0.009236,0.003285,0.021967,0.003489,0.015321,0.004539
55077.500000,0.038895,0.007037,0.012628,0.003436,0.019061,0.003435,0.003342,0.004388
55078.500000,0.031289,0.007144,0.008759,0.003333,0.015052,0.003452,0.004478,0.004532
55079.500000,0.023540,0.007597,0.007472,0.003567,0.011920,0.003633,0.001231,0.004810
55080.500000,0.060435,0.007907,0.012108,0.003637,0.021094,0.003777,0.021810,0.005013
55081.500000,0.048852,0.013414,0.011956,0.005421,0.020214,0.006286,0.013202,0.009041
55082.500000,0.084592,0.010078,0.026242,0.004571,0.043462,0.004844,0.006526,0.006586
55083.500000,0.072322,0.009884,0.008944,0.003910,0.031543,0.004593,0.022602,0.006735
55084.500000,0.042824,0.024895,0.015892,0.009897,0.005614,0.010489,0.021391,0.018849
55085.500000,0.043238,0.009844,0.012406,0.004272,0.015500,0.004349,0.012606,0.007153
55086.500000,0.040728,0.008549,0.014972,0.003709,0.019329,0.003948,0.004144,0.006029
55087.500000,0.051603,0.009092,0.009511,0.003742,0.016959,0.004100,0.022852,0.006579
55088.500000,0.053013,0.008457,0.007027,0.003447,0.024134,0.003937,0.015785,0.005939
55089.500000,0.045595,0.008119,0.016499,0.003443,0.025137,0.003830,-0.000678,0.005528
55090.500000,0.052310,0.007823,0.011652,0.003170,0.024600,0.003626,0.011297,0.005386
55091.500000,0.061992,0.009308,0.011710,0.003690,0.027363,0.004189,0.016321,0.006456
55092.500000,0.057784,0.008213,0.012609,0.003117,0.026429,0.003725,0.012248,0.005594
55093.500000,0.070763,0.008465,0.017430,0.003342,0.020296,0.003660,0.027774,0.005788
55094.500000,0.068391,0.008044,0.017056,0.003204,0.026491,0.003509,0.018679,0.005351
55095.500000,0.159577,0.009776,0.020702,0.003788,0.049061,0.004378,0.067886,0.006270
55100.500000,0.140379,0.007208,0.023726,0.003264,0.043979,0.003483,0.054862,0.004210
55101.500000,0.064299,0.007689,0.010308,0.003383,0.027808,0.003814,0.016986,0.004513
55102.500000,0.071701,0.009966,0.011506,0.004622,0.025932,0.004890,0.026463,0.005989
55103.500000,-0.021175,0.053887,0.006592,0.029845,0.003636,0.025318,-0.032521,0.031628
55104.500000,0.049188,0.013923,0.014943,0.006550,0.015740,0.006558,0.017735,0.009099
55105.500000,0.059242,0.015686,0.027215,0.008415,0.014606,0.007620,0.016245,0.009513
55106.500000,-0.015587,0.033675,0.001959,0.014632,0.005951,0.016375,-0.026031,0.022353
55107.500000,0.052107,0.013971,0.011379,0.006736,0.029001,0.007364,0.004825,0.008364
55108.500000,0.068388,0.014619,0.013947,0.006643,0.038136,0.007899,0.007841,0.008767
55109.500000,0.027916,0.013631,0.007427,0.006525,0.004683,0.006095,0.015005,0.009599
55110.500000,0.039802,0.016679,0.010385,0.008286,0.015867,0.008327,0.011120,0.010765
55111.500000,0.039873,0.016493,0.001926,0.006142,0.027913,0.009011,0.001571,0.010425
55112.500000,0.038785,0.063189,0.011350,0.031020,0.015171,0.030277,0.007993,0.042241
